,time,mean_water_level(m),Hrms,Hm0,Hmax,Tm01,Tm02,W_Tpeak
0,2022-10-06 18:42:00.123208,4.587906270245803,0.17099903129920335,0.24182914921599477,0.48365829843198954,6.315319876438671,5.680244887616076,2.9702970297029703
1,2022-10-06 18:57:01.748238,4.589260624351575,0.18057913137650888,0.25537745667421174,0.5107549133484235,6.8330159891759195,6.069198877531442,2.9702970297029703
2,2022-10-06 19:12:02.498267,4.582056916139407,0.1923659273549222,0.27204650340380854,0.5440930068076171,6.562575331200158,6.038074820666779,2.710843373493976
3,2022-10-06 19:27:02.498297,4.554516340372575,0.17122969482963293,0.24215535670907312,0.48431071341814624,6.359176850009666,5.72099183933432,2.941176470588235
4,2022-10-06 19:42:02.498327,4.501978925706016,0.17937793431977325,0.2536787075054936,0.5073574150109872,6.648842860081137,6.0759302101427455,2.9220779220779223
5,2022-10-06 19:57:02.498356,4.442648627399026,0.18389545997223422,0.26006745355157224,0.5201349071031445,6.3739983346316125,5.8977755824432645,2.848101265822785
6,2022-10-06 20:12:02.498386,4.372660521159613,0.1867167621950359,0.2640573774186118,0.5281147548372236,6.846851585326064,6.247967109490127,3.0303030303030303
7,2022-10-06 20:27:02.498415,4.288681248379083,0.17312453940852743,0.24483507161113482,0.48967014322226965,6.651285078870273,6.0994957472421,2.6706231454005933
8,2022-10-06 20:42:02.498445,4.194120824960858,0.15979274882015765,0.22598107255034433,0.45196214510068866,6.689329000889347,6.119521241801397,2.980132450331126
9,2022-10-06 20:57:02.498475,4.082525161572968,0.16024474130778463,0.22662028645643714,0.4532405729128743,6.792521333961787,6.244426653100632,2.941176470588235
10,2022-10-06 21:12:03.248504,3.9637848416394994,0.16499728537943517,0.2333413987383412,0.4666827974766824,7.272216408315498,6.655554034951503,2.6392961876832843
11,2022-10-06 21:27:03.998534,3.8357391615318304,0.15242832832317668,0.21556620920449546,0.4311324184089909,6.859215235904333,6.2458500825765215,2.912621359223301
12,2022-10-06 21:42:05.248564,3.70008427404909,0.14207980486689878,0.20093118698209111,0.40186237396418223,6.608050453990134,6.010034098074994,2.941176470588235
13,2022-10-06 21:57:05.873593,3.563292872061617,0.15352250141189902,0.21711360362615023,0.43422720725230046,6.493225878726016,5.973986871396396,2.8938906752411575
14,2022-10-06 22:12:07.123623,3.4250435658012233,0.1345161981956757,0.1902346318471918,0.3804692636943836,6.391687340129955,5.853228538350866,2.912621359223301
15,2022-10-06 22:27:07.748652,3.2845125619250966,0.13150496926702884,0.18597611105688924,0.3719522221137785,6.171878285130211,5.5929408035886246,2.9702970297029703
16,2022-10-06 22:42:08.373682,3.1460753305102642,0.16494592306441197,0.2332687614558405,0.466537522911681,6.458134624667528,5.816663765916203,3.0
17,2022-10-06 22:57:10.623712,3.012995997880134,0.15919346996724135,0.22513356426890668,0.45026712853781337,6.324616792004907,5.67746715663277,2.9605263157894735
18,2022-10-06 23:12:11.248741,2.8817275309192074,0.14500162956961488,0.205063271103549,0.410126542207098,6.119337106680761,5.453624343064516,2.8753993610223643
19,2022-10-06 23:27:13.748771,2.7616689891230757,0.15944345117725034,0.22548709108643988,0.45097418217287977,6.263700784280717,5.568062106733797,3.0201342281879193
20,2022-10-06 23:42:18.998801,2.6523498546958058,0.1339050266228427,0.18937030471995453,0.37874060943990906,6.029985793092557,5.381111015595501,3.0100334448160537
21,2022-10-06 23:57:30.498831,2.5501662135763765,0.15596605476233405,0.22056930991471765,0.4411386198294353,6.202328229889292,5.417597628549229,2.848101265822785
22,2022-10-07 00:13:12.998862,2.461123295943005,0.14905827794277418,0.21080023825064959,0.42160047650129917,6.230459183433743,5.429510514046279,2.6392961876832843
23,2022-10-07 00:28:48.373893,2.3893494534192383,0.13503866503125894,0.1909735115319638,0.3819470230639276,6.036923803198352,5.112025801796787,2.74390243902439
24,2022-10-07 00:44:36.498924,2.3341795525353217,0.13644904491591406,0.19296808989294129,0.38593617978588257,6.639345788232411,5.543665089961681,2.931596091205212
25,2022-10-07 01:00:19.123955,2.2898759976956855,0.15270521211169072,0.21595778201341323,0.43191556402682646,7.224530765790458,6.236203676513018,2.990033222591362
26,2022-10-07 01:15:57.498986,2.2677290276076794,0.15307024838258101,0.21647402125846438,0.43294804251692875,6.998294983051721,6.004971050947308,2.54957507082153
27,2022-10-07 01:31:36.999017,2.2595271460052793,0.15091897067284885,0.21343165514493023,0.42686331028986046,6.490691845532574,5.522770692957201,2.830188679245283
28,2022-10-07 01:47:20.624048,2.265665177227989,0.13702459052734922,0.19378203430239718,0.38756406860479437,6.651957418781022,5.786264314731699,2.6627218934911245
29,2022-10-07 02:02:44.374078,2.2954059836522562,0.14507181532251368,0.2051625287471838,0.4103250574943676,6.340693582210246,5.371130184950402,2.6315789473684212
30,2022-10-07 02:18:35.374109,2.3375665064494338,0.1512520734572835,0.21390273362034198,0.42780546724068397,6.362924535753028,5.423864897320725,2.6315789473684212
31,2022-10-07 02:34:15.124140,2.3949322706321743,0.14316364480753177,0.20246396812557593,0.40492793625115187,6.520071095432574,5.612318158439387,2.7607361963190185
32,2022-10-07 02:50:01.499171,2.4687202965430375,0.15338514652896965,0.21691935448785332,0.43383870897570664,6.053797197127566,5.214664397031157,2.278481012658228
33,2022-10-07 03:05:40.249202,2.5519933509882393,0.15907220247684944,0.22496206613931954,0.4499241322786391,6.119661575917039,5.351404551647995,2.8938906752411575
34,2022-10-07 03:21:20.999233,2.632895963209422,0.13779533402450764,0.1948720302091895,0.389744060418379,6.253112236223641,5.471356670852423,2.5423728813559325
