dates,Unnamed: 0,time,Hs,Hz,Tz,Ts,water_level,depth
2022-10-06 19:07:30.123243,0,2022-10-06 19:07:30.123243,0.2370596058812103,0.1504649329588774,5.935866258266585,7.65111830178766,4.5879498247978985,4.5879498247978985
2022-10-06 19:22:46.141009,1,2022-10-06 19:22:46.141009,0.2402578130489551,0.1568982531273141,5.906545887423283,6.984543460231594,4.578646491301993,4.578646491301993
2022-10-06 19:38:02.158775,2,2022-10-06 19:38:02.158775,0.2331849433516862,0.143803055104862,5.340920683749326,7.010617809229282,4.546006971946687,4.546006971946687
2022-10-06 19:53:18.176541,3,2022-10-06 19:53:18.176541,0.2306169036853371,0.1460835028072932,5.853946672990401,7.39777927902611,4.490666384800017,4.490666384800017
2022-10-06 20:08:34.194307,4,2022-10-06 20:08:34.194307,0.2551815040963017,0.1611561126735165,5.967460863879573,7.171446978148765,4.429689324584917,4.429689324584917
2022-10-06 20:23:50.212073,5,2022-10-06 20:23:50.212073,0.2374858837428552,0.1384829115152537,5.462825562033394,7.0819437992623975,4.3570222900457,4.3570222900457
2022-10-06 20:39:06.229839,6,2022-10-06 20:39:06.229839,0.2381822712989412,0.1566324264590832,6.223149382388932,7.595196276944276,4.270861462061696,4.270861462061696
2022-10-06 20:54:22.247605,7,2022-10-06 20:54:22.247605,0.2162276176358916,0.1441374034980011,6.208104187196234,7.653280685114285,4.173430418578716,4.173430418578716
2022-10-06 21:09:38.265371,8,2022-10-06 21:09:38.265371,0.2134358899606416,0.1391184554368834,6.282346635116241,7.772533785278621,4.059324793950999,4.059324793950999
2022-10-06 21:24:54.283137,9,2022-10-06 21:24:54.283137,0.2132287921031375,0.1396669999244362,6.390582345087085,7.598959650423861,3.939489020935292,3.939489020935292
2022-10-06 21:40:10.300903,10,2022-10-06 21:40:10.300903,0.1940579325337385,0.1214870393162833,5.830105738128808,7.433079890673664,3.809699442552681,3.809699442552681
2022-10-06 21:55:26.318669,11,2022-10-06 21:55:26.318669,0.1810128646779622,0.1194547953999715,5.954796121849007,7.048229159328892,3.672010652698792,3.672010652698792
2022-10-06 22:10:42.336435,12,2022-10-06 22:10:42.336435,0.2046643326918803,0.1281687959120925,5.8995629601576605,7.222157890907261,3.5362818318557885,3.5362818318557885
2022-10-06 22:25:58.354201,13,2022-10-06 22:25:58.354201,0.1782867411676849,0.1075312516510951,5.545520852583745,7.023954942630989,3.396184735199536,3.396184735199536
2022-10-06 22:41:14.371967,14,2022-10-06 22:41:14.371967,0.1858060167800988,0.1082083181795495,5.152783910168413,6.969967621346117,3.25784704270116,3.25784704270116
2022-10-06 22:56:30.389733,15,2022-10-06 22:56:30.389733,0.2035383614859112,0.1291876912400104,5.628074530015087,6.915359825984789,3.1193339130626776,3.1193339130626776
2022-10-06 23:11:46.407499,16,2022-10-06 23:11:46.407499,0.2031454498200193,0.1272499898570712,5.613045269816279,7.043070056570714,2.9869995639088778,2.9869995639088778
2022-10-06 23:27:02.425265,17,2022-10-06 23:27:02.425265,0.1824321298951974,0.1170975432193734,5.200105345456862,6.548034046022726,2.857285457279501,2.857285457279501
2022-10-06 23:42:18.443031,18,2022-10-06 23:42:18.443031,0.2000671316429731,0.1254501857107227,5.235543275389933,6.54986144663017,2.738074937764179,2.738074937764179
2022-10-06 23:57:34.460797,19,2022-10-06 23:57:34.460797,0.1843731578892068,0.1178539545416471,5.50765777621102,6.955278040460327,2.6324193269289258,2.6324193269289258
2022-10-07 00:12:50.478563,20,2022-10-07 00:12:50.478563,0.2197410026188306,0.1372478775353423,5.575990458764833,6.6662292953058735,2.531386604166258,2.531386604166258
2022-10-07 00:28:06.496329,21,2022-10-07 00:28:06.496329,0.1923973491590301,0.1157606616806304,5.535202330830917,7.239762179951297,2.444892225128849,2.444892225128849
2022-10-07 00:43:22.514095,22,2022-10-07 00:43:22.514095,0.1861419993496839,0.1168431477446238,5.671512240547345,6.778475848588044,2.377366316620917,2.377366316620917
2022-10-07 00:58:38.531861,23,2022-10-07 00:58:38.531861,0.1937691433557203,0.1195529363590497,5.943146851606777,7.675431938994656,2.324416982622591,2.324416982622591
2022-10-07 01:13:54.549627,24,2022-10-07 01:13:54.549627,0.2005169616880069,0.114852677884622,5.704702752650367,7.838431260258436,2.283795823788363,2.283795823788363
2022-10-07 01:29:10.567393,25,2022-10-07 01:29:10.567393,0.200475605964598,0.1243239947544927,6.0021750459944565,7.873695139654776,2.2656164107266497,2.2656164107266497
2022-10-07 01:44:26.585159,26,2022-10-07 01:44:26.585159,0.2064461565826822,0.1312170826017451,6.183293708869247,7.281840815610489,2.258139998736333,2.258139998736333
